id,text,label,label_text
81438,"Понравилась, веселая. После стирки все отлично. Размер соответствует. На мой 42, села хорошо, даже чуть свободно.",2,positive
79850,"спасибо продавцу, на 106,, 96 ,,112, не мало и не велико, как люблю",2,positive
31871,"Пришло не то.что я заказывала. Рисунок не тот! Надо было с бабочками,а прислали с розами. Если не было с бабочками.то почему продавец не связался со мной????",1,neutral
35037,размер не тот прислали,1,neutral
32498,Сплошная синтетика,1,neutral
64411,"Это второй мой заказ,две шапочки,они классные,отправка быстрая,доставка тоже.Рекомендую.Только при получении пакет был поврежден,но это вина нашей почты думаю.Продавцам пакеты бы поплотнее....",2,positive
42598,заказ так и не пришел жалко продавец деньги вернул,1,neutral
13824,"Качество так себе, по размеру не подошли (короткие) и тянутся только в одну сторону,так то так(( как говорится оживание и реальность!",0,negative
61830,"Хорошие трусики,но пришли с небольшим пятнышком.",2,positive
11789,"Ужасные лосины!В них не возможно ходить,перетягивают с такой силой,что ноги расставить нельзя!При том что я очень худенькая и ношу размер S заказала М,еле натянула!Не советую!Пустая трата денег!",0,negative
65948,"Отличный товар. Курточка села идеально. Пошив качественный, нигде ничего не торчит. Продавцу огромное спасибо!",2,positive
37131,"Заказ пришел достаточно быстро относительно других моих заказов (около 2-3 недель). Так что по доставки претензий нет совершенно. Порадовал цвет, очень приятный на самом деле. Но качество оставляет желать лучшего. Кофта колючая, на горле неаккуратные швы. На фотографии кофта немного подвернута я так понимаю, ибо она куда длинее чем кажется. Девушкам с размером XS - S лучше не заказывать, размер больше обойдет на M или же L.",1,neutral
61400,"Пришло до Тюмени за 20 дней, бюстик супер конечно но пахнут жутко.",2,positive
1785,качество ужасное конечно понятно почему такие копейки стоит!,0,negative
7026,"ждала два месяца, маленькая пришла.",0,negative
63461,"Хорошее качество. Мягкий. За 666.79 руб буду еще покупать. Чисто белый. Но, думаю, пиллинг будет.",2,positive
70743,"очень порадовало качество, ткань плотная приятная вышивка хорошая, только размер большеват, и доставка быстрая 2 недели",2,positive
80506,"Отличный бюстгальтер,качество хорошее клеется крепко,довольна",2,positive
64580,"Соответствует описанию. Рисунок очень яркий (надеюсь переживет стирку, хотя создается впечатление, что нет...)",2,positive
2629,"Не знаю, какой там ""единый размер"", но на 162 см рост и 51 кг они велики. Просто огромные! У продавца по рпзмерам информации ноль. Дочь носить не может, велики. Вот и верь после этого отзывам...",0,negative
5343,"материал синтетика, хотя в описании х/б, продавец включил тупого, пытается нажать на жалость, не рекомендую",0,negative
16719,"Заказала куртку 11.11. Получила через 2 недели.... И жестко разочаровалась! Магазин позиционирует себя как бренд Newear, однако я получила куртку бренда H&M. И всё бы ничего, НО качество ткани ужасное, настолько ужасное, что если положить в карман ключи или телефон, то ткань поползет как капроновые колготки. Ткань тонюсенькая! Далее, кривые швы! Я сфотографировала дефект и отправила продавцу. Знаете, было обидно выложить столько денег за ширпотреб. Значит я написала, думала сговоримся на возврате половины суммы, но продавец не хотел видеть дефекты, долго не писал почему другой бренд и предлагал 2 доллара. Я открыла спор, алиэкспресс вернул деньги! Спасибо! Я не конфликтна, но тут выбесило, что продавец за дуру держал и писал, что с товаром все в норме! в общем, это не брендовый магазин, а простой, где могут подсунуть подделку!",0,negative
79263,все как в описании. качество отличное. рекомендуем. доставка быстрая. на 44р рост 165 заказали L. Но не для высоких девушек.,2,positive
78669,Очень классная!На 44 подошлоXL.Качество класс!Продавцу Спасибо!Очень нравиться.Заказ 6.12.17.получила 25.12.17.Карелия Сортавала.Всех с Новым 2018 годом!,2,positive
58772,"хорошие лосины, мягкие, приятный запах, по 2 шва, тёплые но максимум до 15 минус, по совету продавца взяла на 42 м, большеваты, до груди натянула, думаю даже s будет большой, качество отличное, понравилась пяточка, буду носить, доставка 1 месяц, трек отслеживался, рекомендую продавца",2,positive
82259,"маломерит сильно,5x идёт на наш 50 ,не больше,а жаль,пришлось продавать.",2,positive
43398,"Заказ очень долго шёл, не отслуживался и я от него отказалась, деньги вернули без проблем.",1,neutral
33044,"Очень ждала эти свитера (заказывала два, разных цветов), но покупкой осталась не довольна. Очень долгая отправка, а соответственно и долгая доставка. сами свитера очень плохого качества, везде торчат нитки. свитера должны были быть одного размера, но один оказался на пару размеров больше.",1,neutral
79074,"Заказ сделала 28.10, уже 8 .11, пришел заказ, очень быстро,не ожидала(Новосибирск),немного в одном месте нитки торчат,заказывала на 52р.хххl в плечах немного большевато,в общем платье неплохое ,носить можно .",2,positive
124,"Вообще не понравился, во первых отличается от картинки и цвет и фасон и качество,швы очень толстые,поэтому на плечах и по бокам топорщится, в общем только в деревне носить, где тебя ни кто не видит. PS всем,кто больше 42 не рекомендую брать)увеличивает настолько фигуру, ужас",0,negative
35929,Кофточка оказалось очень маленькой. Пришлась в пору моей 5-ти летней племяннице.,1,neutral
61448,"рубашка пришла быстро, материал плотный, приятный, цвета яркие, при стирке немного линяет, но не сильно. с размером немного не угадала маловато.",2,positive
44701,"Ткань на юбке хорошая, плотная, но оторвать бы руки той швее : боковые швы разной длины и разрез тоже не стыкуется, отдала в ателье выравнивать весь низ ! Часть суммы за ремонт вернули, покупала за 621 руб+ ремонт, так что юбка обошлась совсем в другую сумму ! Доставили недели за 3. На от 80, об 104 сидит плотно.",1,neutral
80692,"Можно сказать хороший тор, коротенький, как в описании",2,positive
46585,"очень тяжелый.синтетика 100%.Рукава короткие(3\4) и по длине короткий (на рост 172-по талию).Размер не подошел,к сожалению.Но качество и цвет не разочаровали.",1,neutral
7986,"Ужасно долгая доставка. Заказала 11.11.17, получила 13.01.18!!! Материал не плохой (мягкий, тонкий), но сшито непонятно как на рост 165 очень короткие.",0,negative
18849,"товар так и не получила,деньги вернули.",0,negative
77813,Рубашка прелесть) Мне очень понравилась. Единственно в груди прям только-только. Немного бы посвободнее. А в целом очень хорошо),2,positive
53074,"Слишком прозрачная, но доставка быстрая.",1,neutral
70580,"заказ делала руководствуясь размерной таблицей продавца, делая припуск +3см. Не ошиблась, брюки подошли. Чуть свободны в бедрах, но это не страшно. Садиться в них слегка не удобно, в остальном претензий нет. Спасибо продавцу) з.ы. продавец положил браслетик в подарок, мило))",2,positive
936,"Продавец машенник.По трек номеру костюма, прислал свисток вместо костюма.Деньги не вернули. Не заказывайте у этого МАШЕННИКА.",0,negative
12381,"платье мне не понравилось. на фото магазина выглядит на много приличнее. смотрится как тряпка. швы по середине , оборка внизу кривая. длинна на рост 160 короткая. резинка на плечах перекручена. у другого продавца такое платье за 800 рублей с реальными фото. дороже оно не стоит. хотя я бы и за 800 р сейчас не купила бы!!! НЕ РЕКОМЕНДУЮ!",0,negative
18533,"Кошмар!!! На 44р-XL очень маленькая!!!Рукава узкие, короткие! В плечах узкая! По длине до пояса не доходит!!! Что теперь с ней делать-не знаю!? Что у них там за размеры!!!?Выброшенные деньги!",0,negative
7765,"слабая 3... По цвету не черные, а как выцвевшие.. как будто их много раз стирали.. качество так себе, по швам не прочно, могут порваться. Мягкие. Не утягивают вообще.. короче не понравились. зря брала.",0,negative
74471,Кофточка понравилась. Запаха нет. Швы ровные. Нитки не торчат. Спасибо.,2,positive
70157,"Единственный плюс - это быстрая доставка. По совету продавца заказала xl, пришла куртка размера l, которая оказалась велика. Мехового воротника тоже не было. Спор открывать не стала. Написала продавцу, вернул 1350, про мех забыл.",2,positive
35627,"Качество на 3. Доставка долгая. Ткань рыхлая можно было взять на 2, а то и 3 размера меньше. Отслеживался.",1,neutral
69606,Все Ок! Материал очень мягкий! Отдельное спасибо за подарочек- резинку.,2,positive
71658,просто супер!!!!!!!!!!,2,positive
13433,"товар до меня так и не дошел. Деньги вернули, спасибо",0,negative
67271,"Гамашики интересные,с запятниками.Хотя внутри тоненький мех,но качество как у колготок,в мороз не походишь.Заказывала М и L,приложив их друг к другу,обнаружила,что они совершенно одинаковые.Увы...К покупке рекомендую,но на правдивость размерной таблицы расчитыаать не стоит.",2,positive
22811,"Полное не соответствие фото, что касается цвета и материала",0,negative
14755,"очень плохое качество, заказывали белую пришла тонкая, очень сильно просвечивается грязная была очень плохое качество. Просила транса вернуть деньги отказался.",0,negative
2131,Верните мне деньги за товар или обменяйте. Мне ничего не пришло.,0,negative
22004,"Не советую эту вещь к покупке, выглядит дёшево и материал и вышивка, которая выполнена очень неаккуратно, криво. Носить не буду",0,negative
50035,"Начиталась комментариев и заказала размер М. огромная просьба, девушки, пишите свои реальные параметры! Мне оказался мал на 92-63-98. Надо было брать L. Во всяком случае так с бежевым платьем. Ткань вообще не тянется! Так что с размером будьте внимательнее. Просвечивает. Тонкая ткань. Бельё тоже сложно будет подбирать. Открывала спор. Продавец общался активно, но так и не поняла, что он пытается донести. Не его вина.. Я просто заказала размер больше и закрыла спор. Будем ждать.",1,neutral
60179,"заказ пришёл за 3 недели, все соответствует описанию. цвет белый- белый, приятный к телу . взяла 4хл на свой 50, свободен ко., можно и меньше, но это кто как любит. под длинную рубашку на лето хорошо, только лета нет,",2,positive
75829,"отличная рубашка,как на картинке. вышивки достойные,яркие. рубашка без вытачек,болохонистая,длина на мой рост как у туники. рубашка на 5+!",2,positive
23663,"Тонкая,очень долго шла,хоть и транспортной компанией.",0,negative
78108,трусики пришли очень быстро 11.08 заказ и 28.08 получение.,2,positive
40547,"Заказ не получила долго шёл, дошёл до Екатеринбурга, там и пропал(((( Причём не первый заказ там исчезает. Екатеринбург,как бермудский треугольник))))",1,neutral
6541,картинка лучше,0,negative
60686,"Пальто очень понравилось ! Полностью соответствует фото. Ткань мягкая и теплая, размерная сетка соответствует. На 88-76-104 размер М выглядит как на модели. Очень яркое и прикольное пальтишко. Продавец очень контактный: перед отправкой выслал мне фото пальто, спросил,все ли мне нравится-исключительный сервис ! Плюс в подарок положил чокер с очень красивой подвеской в виде паука. Продавцу 10* за обслуживание и столько же за товар. Рекомендую однозначно : берите-пальто очень оригинальное и эффектное+думаю буде теплое. Продавцу СПАСИБО !!",2,positive
51777,Мне не понравился. Особенно подкладочная ткань. Подкладка прозрачная.,1,neutral
33294,Размер XL на мои нижние 110 не налезли ! Открыла спор за несоответствие размерной сетки ! Ничего не вернули ! На сообщения не отвечают .,1,neutral
29036,"на картинке морда не такая, как пришла в заказе",1,neutral
13987,"Платье абсолютно другое!!! Ткань совершенно не та!!! Спереди внизу разрез, длина не соответствует..... Заказывала платье заранее к новому году, а получила только 4 января....",0,negative
8873,"очень короткая не как на фото, чуть пупок закрывает",0,negative
31658,"Куртка маломерит ,просвечивает наполнитель кусками , долгая доставка до Москвы , заказ вышел из под Контроля , срок защиты кончался два раза , шла два месяца",1,neutral
74028,"Большой , офигенный шарф. Мягкий и приятный на ощупь. Цвет соответствует .Доставка 1 месяц . Советую)))",2,positive
51339,"Джинсы очень странные. Не сидят вообще никак. В талии почти нормально, на попе сели, а вот перед и ноги... Пытаюсь решить как ушивать... По размерной сетке параметры что указаны, все вроде норм, а вот про обхват ноги там ничего не сказано. Купила самые маленькие. И все равно на слона.",1,neutral
80611,Кофточка из тонкого трикотажа как футболка. заказывала размер 5хл на русский 56. отлично подошло.не в обтяжку. длина кофты на рост 170 вполне приличная. В целом кофта смотрится очень классно и комфортная к телу.,2,positive
36209,"размер подходит на 46, но рукава короткие и без пугавец. очень долгая доставка",1,neutral
4662,на фото все видно жесть размер выбирала с учетом совета продавца народ не заказывайте,0,negative
43344,"Брала на 2 размера больше. В них можно только стоять. Ходить, а тем более сидеть - крайне неудобно. Ноги от коленей и ниже втиснулись только за счет резинки по бокам. В бедрах можно запихнуть если не вторую меня, то килограмм картошки точно, в сочетании с обтянутыми голенями смотрится ужасно. Длина критично короткая, но здесь чуда и не ждала, всё равно с высокими ботинками носить. Плюсов всего два: они действительно теплые и доставка до дверей. Расстроилась ужасно, брюки не дешевые. Попытаюсь кому-нибудь пристроить.",1,neutral
30630,"Первое, что смутило, красные нитки на белом кардигане и жуткий химический запах! Кардиган не приталенный, широкий( похоже это размер one size). Особенно впечатлил капюшон! То л. Это такое дизайнерское решение для воротника, то ли это жутко маленький и мелкий капюшон... за эти деньги можно в магазине с примеркой купить)))",1,neutral
71016,"Очень крутая пижама.Сидит по фигуре,смотрится очень здорово.Спасибо продавцу,буду заказывать другие цвета",2,positive
19050,Я недовольна ! Продавец переубедил меня в размере . Разумен оказался большим,0,negative
16484,"Я так и не получила платье.Прошло 4 месяца. Продавец общался,писал..скорее всего это на таможне.Было ли у вас такое?",0,negative
12902,"Товар в республику Башкирия не пришёл, продавец не ответил, деньги не вернули. Не советую заказывать!!!!",0,negative
31659,"Пришёл заказ очень быстро. Качество оставляет желать лучшего. Кружево всё трещит при надевании, после первой стирки точно отвалится . Основной материал Голубевы синтетика",1,neutral
64116,Продавца советую. Хорошее качество. Размерная сетка соответствует.,2,positive
45076,"Джинсы не оправдали моих ожиданий. Самое главное, что флис оказался не таким уж и плотным, как представлялось. Купила себе в ""Смешных ценах"" дешевле и толще. На талию 82 и бедра 102 заказала 32, как написано у продавца, но и меньший размер было бы не плохо. И еще мне показалось, что джинсы все же не прямые, т.к. обтягивают икры. В общем носить буду все равно.",1,neutral
7210,К,0,negative
69501,Всё хорошо,2,positive
793,не точное описание! кожа как с кресла машины.,0,negative
66587,"Заказывали в подарок, не открывали не измеряли",2,positive
72119,"Классная!! Очень! Курьер принес домой (правда ждала я его очень долго) но все же к поставщику это не имеет отношения)) Юбка-карандаш, сидит очень хорошо. Заказывала у другого поставщика так вот эта на 5 см длиннее что не может не радовать) Спасибо! Успехов! А я пожалуй закажу еще одну))",2,positive
37378,"Выглядит совсем не так как на фото, синтетика, материал на ощупь неприятный, помпоны на булавках, висят в одну кучу. Доставка месяц до Новокузнецка",1,neutral
74048,"Юбка хорошего качества. Ткань плотная, приятная к телу. Спасибо продавцу и процветания вашему магазину.",2,positive
79218,"Всё подошло, немного есть запах. Спасибо продавцу))",2,positive
11848,к сожклению заказ так и не пришёл жаль постоянно увеличивались срок не советую там покупать,0,negative
23030,"Сшито плохо, рукава неровные, торчат нитки везде, не шерстяное и далеко не осеннее",0,negative
66090,супер. на 42-44 рост 175 размер М отлично.,2,positive
1939,доставка быстрая пришло ровно за 14 дней до Белгорода но товар был немного порван,0,negative
79492,"Купила дочке на 44 - 46 размер (90-68-90). Доставка около 3 недель, в почтовое отделение. Упаковка обычная, всё пришло целое. Штаны хорошие, по фигуре, не поднять, тёплые. Думала между размерами L и XL. Хорошо, что заказала побольше, так как очень узкие. Если сидеть, натягиваются в коленях, и немного оттопыриваются на талии. Наверное, я бы посоветовала такие штаны делать пошире в коленях. Но тогда, наверное, не будут смотреться так суперски. Спасибо за подарок (браслетик). В целом, довольна. Этот магазин люблю, уже шестая покупка здесь. Удачи, процветания! Спасибо за отличную продукцию!!!",2,positive
3267,Очень высокие. Клей налеплен кое-как. Нитки торчат. Денег даже своих не стоят.,0,negative
4852,"Ткань просвечивает, не приятная на ощупь.На 44 размер в бедрах впритык, а на талии собирается и не прилегает, короткие рукава.Везде торчат нитки, швы не ровные.Не советую.",0,negative
31101,"Не подошёл размер, все выбирала по размерной сетке.",1,neutral
65672,"Хлопок натуральный и очень сильно мнется. очень жёсткий,как бязь, к телу не очень приятно. швы ровные. Продавец очень хороший! шло в Москву 10 дней.",2,positive
74918,"Товар пришёл менее чем за месяц. Хорошего качества, мне нравится. Рекомендую товар и продавца.",2,positive
79578,"Смотрится красиво, материал хороший.",2,positive
58395,Супер! Спасибо! Еще буду заказать....,2,positive
72757,"Кофта xl оказалась огромного размера 52-54. На мой 46 очень большая. Не читайте отзывы, заказывайте ваш размер",2,positive
15635,"Ужасно склеены, очень неаккуратно, носить такое невозможно",0,negative
52348,"по размеру не подошло, хотя выбирала исходя из описания.",1,neutral
2606,"Ждала это платье около 3 х месяцев! Товар не пришёл, открыла спор, спор закрыли но деньги не вернули!!!! Будьте осторожны!!!",0,negative
71547,"Товар не пришёл, продавец сразу вернул деньги, поэтому 5 звёзд",2,positive
23892,качество ужасное тряпка,0,negative
59966,"Дошло, в этот раз быстро. Качество хорошее. Однако один заказ за пол года так и не дошёл.",2,positive
57924,It’s really good as usual!,2,positive
32721,"так себе футболка, маломерит на размер точно, заказала м на ог90 от68 рост 170, оказалась коротковата, прям впритык, не комфортно.с рисунком тоже ерунда, на глазу у кошака что то написано(я так понимаю, картинку с инета взяли и не потрудились даже замазать надпись) заказывала подобную футболку у другого продавца, все идеально. здесь больше не закажу точно!!",1,neutral
76202,"Пуловер дошёл в Ижевск за 3 недели, сел как влитой",2,positive
5289,До Новосибирска шло ~3 недели. Брала размер S. Ткань не приятная. Дырки под шнуровки никакие...порвутся после первой тренировки. Носить не буду! Зато есть новая тряпка для пола)) Не рекомендую.,0,negative
67231,Супер!!! На параметры 92/74/97 и рост 174 см. размер S в обтяжку. Качество отличное!,2,positive
70794,"Классное платье, ткань приятная, цвет ярче чем на фото . Посылка пришла быстро трек весь путь отслеживался. Заказала размер М и подошло идеально Всем довольна",2,positive
67837,"Очень красивая, тонкая ткань, нитки не торчат, все ок.",2,positive
23089,Деньги вернули.Товар не пришёл,0,negative
50243,"Легенсы пришли быстро. Но для зимы они тонкие, хотя и с изнанки бархат. И, думаю, совсем не кашемировые, а сплошная синтетика.",1,neutral
58672,Отлично!,2,positive
75564,"Шорты супер! На свой 40, взяла s, подошло идеально, так как на картинке, в талии в обтяжечку к низу расклеш",2,positive
44868,"Товар не дошёл, но продавец вернул деньги. Был очень общительным.",1,neutral
10815,"I'm absolutely disappointed in this delivery service! I waited for this pajamas for about 4 months and hoped that it would still arrive. However, despite the fact that the seller endlessly extended the time, I waited. in the end, I hoped that the seller again extend the deadline, but this did not happen. I did not manage to open a dispute, my money went to the seller, and I was left without money and pajamas. I can not describe in words how disgruntled am I. Я абсолютно разочарована в данной службе доставки! я ждала эту пижаму около 4 месяцев и надеялась, что она все таки прибудет. однако, несмотря на то, что продавец бесконечно продливал срок, я ждала. в итоге я надеялась, что продавец снова продлит срок, но этого не произошло. я не успела открыть спор, мои деньги ушли продавцу, а я осталась без денег и пижамы. я бесконечно рассержена и недовольна такой несправедливостью. Я ещё слишком молода, чтобы переносить такой стресс. Эту пижаму я хотела подарить маме.",0,negative
33048,"Итак, начну пожалуй с доставки, мега быстрая доставка, что может не радовать, две недели до Красноярска! Брюки обычные, из синтетики , ткань как на лосины ... в общем не очень понравилось, поэтому ставлю троечку но с огромным плюсом!)))",1,neutral
51865,"Пуговицы пришиты с другой стороны рукава + в целом крой смотрится несуразным, как платье не подойдёт",1,neutral
74887,"доставка месяц до Алтайского края. пояс широкий, резинка внутри почему -то тонкая. белый материал просвечивается. В целом очень даже хорошие за 480руб",2,positive
9237,"Заказала размер 32, в надежде что придут обтягивающие, хорошо сидящие джинсы. Итог не порадовал. Размер больше чуть ли не в два раза тридцать второго, хоть на бирке написан 32 размер. Надеялась, ждала. А итог расстроил.",0,negative
24960,продавец отправил заказ другой службой доставки.,0,negative
58903,"Трек отслеживается,Шла посылка около трёх недель.Я эту юбку заказываю второй раз,юбка классная,ткань мягкая,плотная,на осень,весну как раз.Посылкой довольна,всем советую эту юбочку.Спасибо продавцу большое,рекомендую!!!И в подарок резиночка для волос☺",2,positive
61956,"Хороший комплекс для таких денег. Ткань тонкая, тянется, сшито хорошо. Ношу xs-s, но решила взять L и не прогадала, отлично сел.",2,positive
29032,по всей куртке торчат нитки,1,neutral
8282,"Продавец отправил заказ быстро, но в связи с НГ наверно, посылка по территории России шла долго. К сожалению, продавец положил XL вместо XXL, и естественно рубашка не подошла в груди. Плюсом на воротничке был брак - ткань из шва вышла, и в итоге видно подкладку воротничка.",0,negative
36155,"Не аккуратно сшит, пучки ниток на лицевой стороне.",1,neutral
31728,Первый же примеренный черный носок оказался с дыркой.Заказала два цвета: телесный лучше черного и длиннее.Но за такую цену нормально.,1,neutral
45993,"Размер выбирали по сетке и отзывам.На российский 42—44,рост 171 коротковато (((",1,neutral
64659,"Заказ пришёл быстро, на 42-44 брала м маловата в груди и рукава немного коротки",2,positive
80557,"Пальто замечательно, советую",2,positive
4999,"этот заказ,как и многие другие я не получила.последние 6 заказов,у разных продавцов по просту не пришли или были засвечены как доставленые,незнаю кому только.больше заказывать тут не буду.деньги вернула площадка али.",0,negative
50817,"с чулками проблем нет, а подвязки разорвались, как только я их надела. пластик крепежа сломался, пока я раскрывала застежку. в общем, получила только чулки. надеюсь, мне так не повезло одной, у других проблем не будет)",1,neutral
72571,"посылка шла 20 дней. пришла в целости. трусишки все аккуратные,яркие)) но они не тянутся.кароче все подошло я довольна. продавец общительный, рекомендую товара и продовца))",2,positive
59454,"Заказ шел месяц до Кемеровской области, посылка отслеживалась, штанишки крутые, по моим размерам вес 73, ОБ 106, ОТ 80, рост 169 2хl подошли идеально,нигде не давит, по длине идеально, штанишки в обтяжку, но мне так нравится, сшито очень аккуратно, нитки не торчат, швы аккуратные,присутствует легкий запах, надеюсь после стирки уйдет, спасибо продавцу, брала за 1.140, соответствуют цене, берите не пожалеете, товар классный, у нас нечего подобного не видела. Продавец умничка советует размер, но круче всего девочки ваши отзывы, на них ориентировалась и не прогадала!",2,positive
31836,"Заказала кофту на распродаже за 1078 р и отдельно оплатила доставку . Получила 28 ноября , отслеживалась. Мне кофта оказалась мала . В описании длина рукава указана 56 см , и оговорка плюс/минус 2 см , но на деле рукава 49 см , на 7 см короче заявленных! И длина изделия 51 см вместо 53 , но руководствуясь оговоркой о 2х см в описание подходит . Я написала в личных сообщениях продавцу , все объяснила и потребовала чтобы вернул мне деньги или я открою спор тк кофта мне для носки не пригодна , он в ответ мне просто примечание с размерами что в описании скинул и все. Я открыла спор , приложила фото и через 3 дня али закрыло спор в мою пользу и ещё через 2 дня вернули деньги . Брать или нет смотрите сами , когда я заказывала отзывов не было , но были только положительные оценки и видимо покупательниц устроил их товар . Может мне не повезло с покупкой",1,neutral
50742,На 52 размер взяла 4XL оказалось очень велико,1,neutral
49047,Синтетика 100% - хлопка нет ни грамма (максимум 1%). Качество пошива хорошее. Три звезды только за качество материала - в остальном все ок.,1,neutral
6774,"Джемпер плохого качества... Было два каких-то узелка на ткани, пришлось их разрезать ножницами под лупой, бирка пришита странно (1 фото), при растягивании ткани выглядит ужасно. Быстро образовались катышки",0,negative
742,"не то чего ожидала, думала будут свободными, но сели в облипку. Качество не очень приятное",0,negative
79088,"Доставили за 20 дней в Татарстан. Она очень классная и необычная! У себя в городе такую еще не видела)) на капюшоне ушки стоят, резинка на рукавах в цвет пуховика. Сам пуховик не очень широкий, по размеру как раз оказался, мне очень понравился! Рекомендую и товар и продавца!",2,positive
8855,"Мне не пришёл товар,деньги где то в космосе ....прошло время ожидания !!!!не рекомендую .....",0,negative
75033,"Прекрасная рубашка. На 42-44 М села прекрасно. Дошла быстро, без брака, все замечательно. Спасибо продавцу.",2,positive
38274,"само качество неплохое,размер 6 хл подошёл на русский 52-54 свободно,объем груди 120,снимаю звезды з то,что заказывали именно такой синий цвет,как на картинке,а пришел обычный тёмно-синий.",1,neutral
51014,"шапка маленькая, на ребенка",1,neutral
31605,"Совершенно не совпадает размерная сетка. Начиталась отзывов и взяла М на свой 42-43(ближе к 44) - утонула ((( плюс она тянется хорошо. У меня рост 173 - не по росту немного. Но можно было носить, если б уже была. И 1 минус - внизу нет заклёпок. То есть если вы захотите в туалет - вам придётся ее полностью снять )))) попробую продать - если нет, то дома носить буду. По качеству ткани мне тоже не очень. Тонкое очень. В общем, не рекомендую",1,neutral
77382,"Посылка ехала ровно месяц. На мои об 98, рост 165 сели замечательно. ОООЧЕНЬ понравились. РЕКОМЕНДУЮ!!! 5***** Продавец положил подарок, резинку для волос))) СПАСИБО",2,positive
35195,заказ не получила продовец продливал срок защиты но заказ так и не пришел . деньги вернули через спор,1,neutral
20454,"Куртку я не получила, не уверена, что продавец ее вообще отправлял, с момента заказа прошло дней 20 открыла спор, продавец признался, что заказ я не получу, но спор не подтвердил, деньги не хотел возвращать, спасибо администрации сайта, что разобрались в ситуации и вернули деньги",0,negative
18881,"очень расстроена. заказывала свите зеленого цвета, пришел черный и к тому же с большой дыркой. доставка быстрая, но путаница с цветом испортила все впечатление",0,negative
7215,"Я вот не знаю , придет какая нибудь тряпка, и девочки пишут. какая хорошая вещь, как можно !!! Им платят за это что-ли. Товар не соответствует картинке вообще: 1. вырез горловина вообще не такая, как на картинке, а квадратная , на плечщ ничего не опустишь .смотрится ужасно! 2. Ленточки сзади, вот на картинке -это ленточки. а пришли какие-то страшные веревки , намного меньше , тоненькие. облезлые. 3. сзади вырез раза в три меньше. чем на картинке!!! Думайте сами , как можно оставить хороший отзыв, я бы больше 200 рублей за эту кофту не дала бы!!!",0,negative
47836,Качество отделочных строчек оставляет желать лучшего. Ткань плотная и мнется.,1,neutral
69756,"хорошее качество,но не хлопок",2,positive
37702,Очень долгая доставка! Качество хорошее,1,neutral
59180,"Отличные джинсы,хорошее качество,очень довольна покупкой!))",2,positive
17823,"майка не пришла, но продавец сразу же вереул деньги",0,negative
69990,"очень мягкая,приятная телу ткань!чуть-чуть оказалась большевата..но это не критично!кофтой очень довольна!",2,positive
5006,"Товар я не получила , деньги заплатила и в итоге не чего нет не денег не товара . Покупаю на алиэкспрессе недавно . Даже спор не успела вовремя открыть. Очень не приятно и досадно, что так вышло.",0,negative
4217,"товар мне вообще не понравился! полит отвратительно, материал тоже не очень, косточки на лице все повылазили наружу .......на рисунке очень красиво, а на самом деле мне не понравилось!!!",0,negative
71252,"Соответствует описанию, за свои деньги - отлично.",2,positive
76075,Товар дошел за 25 дней до Нижнего Новгорода.Все ок.,2,positive
79861,"не ожидала! приятно удивлена...супеееррр... заказывайте, не пожалеете",2,positive
74849,"Супер качество,отличное качество,но на высокую девушку думаю будет короткое",2,positive
7741,"Заказывала черный, получила синий; заказала размер L- по этикетке соответствует, но реально s. М одеть быть подойдет на невысокую девушку до 160, с размером А.",0,negative
38651,"Платье яркое, как на фото. Сшито аккуратно. Ткань 100% синтетика из которой шьют лосины. Можно одеть 1 раз и не надолго, так как ткань не дышит. Размерная сетка не соответствует изделию. оказалось велико. Коментарии о том , что китайские размеры маломерят в данном случае не верны. Открыла спор о возврате товара продавцу и получении денег назад. К чести АлиЭкспресс, спор был удовлетворен. Обещали вернуть деньги без возврата товара. Продавца рекомендую. Советую быть внимательным при выборе размера и внимательнее читать описание.",1,neutral
24227,"Ждала больше двух месяцев, но заказ так и не пришёл. Открыла спор, деньги вернули.",0,negative
51240,ткань не хорошая сшито плохо бока ужасно смотрятся не рекомендую,1,neutral
71096,"Мне понравился пуловер, удобно сидит, мягкий, уютный, ворот особенно нравится, не сильно тонкий и не сильно толстый, такой как хотела. Спасибо))",2,positive
1294,"молния с трудом работает, потому что плохо вшита, края не обработаны. Кнопки плохо держат, а одна не растегивается вообще. около молнии торчит синтепон. носить не льзя.",0,negative
33407,самый маленький размер s на мой s огромный просто,1,neutral
72445,заказала 26.07. пришел 5того числа 8 месяца)) быстро) до нижнего Новгорода. заказалa L. все замечательно подошло. скорее всего на осень и весну.,2,positive
59509,"очень хорошая курточка, но я чуть-чуть не угадала с размером, давит в груди. не прочитала примечаний продавца и не учла мерки записанные в описании, на ОГ 92 взяла М, надо было брать L.",2,positive
77445,Отличные штаны. Пошив аккуратный Я очень толстые и тёплые. Небольшой запах но после стирки надеюсь уйдёт,2,positive
66361,замечательные бесшовные трусики с ластовицей. заказ пришел в Пензу за 15 дней. спасибо!,2,positive
22975,"Толстовка пришла серого цвета, хотя я заказывал зелёного цвета, материал тонкий",0,negative
72151,"Товар шёл долго. На фото показано, что майка ниже пупка, у меня она еле грудь закрыла) для дома в самый раз))",2,positive
45710,посылка не пришла увы. продавцу спасибо за отзывчивость. деньги вернули быстро.,1,neutral
73843,"классный комплект, размер соответствует, доставка супер быстрая! буду заказывать другие цвета. продавцу большое СПАСИБО!",2,positive
